clean_text,main_label,sub_label
Bibek Kumar Jena-Senior System Engineer,meta,others
"Male, DOB: 24th Apr 1993",meta,others
Mobile No: +91 7550037307,meta,others
E-mail: Bibek.jena2@gmail.com,meta,others
LinkedIn URL: https://www.linkedin.com/in/bibek-kumar-jena-7043bab4/,meta,others
Work Experience:,header,experience
· Having 2 Years of professional experience as Oracle RightNow CX Admin.,content,experience
· Experienced Oracle RightNow CX Administrator and Customer Portal developer.,content,experience
"· Experienced in configuring the agent desktop and automating business processes using contextual workspaces, workflows, business rules, custom objects and custom scripts.",content,experience
"· Well versed in Service Level Agreements, Root Cause Analysis and Problem Management.",content,experience
"· Skilled in PHP, JavaScript, HTML, CSS, Customer Portal framework, Oracle RightNow CX implementation, Analytics.",content,experience
Technical Skills:,header,knowledge
Packaged Application,content,knowledge
Oracle RightNow,content,knowledge
Programming languages,content,knowledge
"C++, Java, PHP,C#",content,knowledge
Web languages,content,knowledge
"HTML, CSS, JavaScript",content,knowledge
Frameworks,content,knowledge
"Hibernate, JSF",content,knowledge
Academic Qualifications:,header,education
Degree / Certificate,content,education
Institute,content,education
Year of Passing,content,education
Aggregate % / CGPA,content,education
B.Tech,content,education
"C V Raman college of engineering, Bhubaneswar",content,education
2015,content,education
7.5,content,education
Projects:,header,project
Project Name,header,project
Auditor App,content,experience
Description,content,experience
"Creation Of Service Request, Storing data from SalesCloud and CPQ, Knowledge Management, Customizing the data as per business Rules using Custom PHP Scripts ,Business rules and .net Addins are some of the features that we use of Oracle RightNow CX.",content,experience
Roles and responsibility,header,experience
Developer,content,experience
Certifications:Oracle RightNow Cloud Service 2016 Certified sImplementation Specialist.,content,experience
Responsibilities handled during project:,content,experience
"· Expertise in configuring the agent desktop and automating business processes using contextual workspaces, workflows, Custom Process Model scripting and business rules.",content,experience
· Developing .Net Addins for custom application development.,content,experience
"· Extensively working on areas like custom objects, Business Rules, Workspace and Analytics, Create Products/ Categories, chat Routing Rules, Knowledge Management.",content,experience
· Root cause analysis of production issues and providing temporary workaround fixes and permanent code fixes to eliminate production issues.,content,experience
· Integration using Connect PHP and C# Addin.,content,experience
Professional Synopsis:,content,experience
Strengths:,header,knowledge
· Adaptability & Ability to work in a group.,content,knowledge
"· Team player, Hardworking and Quick learner.",content,knowledge
Declaration:,header,others
I hereby declare that all the above-mentioned information provided by me is true to the best of my knowledge.,content,others
Date : 17/09/2017 Bibek Kumar Jena,meta,others
Place : Bangalore Signature,meta,others
`,meta,others
PAWAN BHARAT MANGLE,meta,others
": S.N 57/1/1, Plot no 8, Kalbhore Nagar,",meta,others
"Near Karmambhumi, Lohegaon-Wagholi road,",meta,others
"Lohegaon Pune-411047, +91-7387928937",meta,others
· : manglepa1@gmail.com,meta,others
SUMMARY,header,others
Science Graduate with Higher Second class in bachelor’s degree. Versatile and analytic individual with a practical hands-on approach aimed at achieving results to benefit the company in terms of high revenues and increased customer base. Excellent presentation skills and a strong ability to quickly establish rapport with people from diverse backgrounds.,content,others
WORK EXPERIENCE,header,experience
· Affinity Express Pune (Pagination),content,experience
Feb 2017 – May 2017,content,experience
Worked for Designing Process,header,experience
· Eaton Technologies Pimpri Pune (Purchase Assistant),content,experience
Jan 2018 –Till Date Worked for Purchase to Payment process.,content,experience
SKILLS,header,knowledge
"· Good interpersonal and communication skills, organization, Presentation Skills.",content,knowledge
· Graphics Designing Illustrator and In design tools.,content,knowledge
"· Good Communication Skills, Proficient in Spanish language .",content,experience
"· Tableau Data analysis , R Language analysis, Sql Server management.",content,knowledge
· Worked on Oracle and SAP ERP.,content,knowledge
"· Sourcing & Procurement, Requisition to Purchase order, Invoice management.",content,knowledge
PROJECT’S,header,project
· Object Counter Using micro controller 8051 and infrared led sensors.,content,experience
"Description: The objective of project, to increase the counting speed of objects and counting on led display successfully.",content,experience
· Purchase order and Invoice Receipts interface,content,experience
Description : Worked with ERP consultant and finance team.,content,experience
ACHIVEMENTS,header,others
· Appeared Service Selection Board.,content,others
· Completed Pune Half marathon.,content,others
· Volley ball team captain and cross-country player for inter college events.,content,others
· Implemented business intelligence tools for self improvement & Business process improvement.,content,others
· E star awarded for fixing the repeating errors for invoices coordinating with suppliers and buyers by using Root cause analysis.,content,others
EDUCATION,header,education
· PG Diploma in Supply Chain Management Symbiosis Pune .,content,education
· Diploma in IT NIIT Pune.,content,education
"· Bachelors Electronics science, Physics and Mathematics,",content,education
"Fergusson college Pune, 55.42%, October 2015",content,education
